cve_id,vendor_project,product,vulnerability_name,short_description,required_action,date_added,due_date,known_ransomware_campaign_use,notes,cwes,search_keywords,vendor_risk_score,product_risk_score,description_severity_score,days_since_added,remediation_window_days,days_until_due,recency_score,urgency_score,cwe_count,has_critical_cwe,cwe_risk_score,avg_cwe_criticality,ransomware_confirmed,ransomware_unknown,overall_threat_score,threat_level,threat_binary,confidence_score
CVE-2020-15069,Sophos,XG Firewall,Sophos XG Firewall Buffer Overflow Vulnerability,"Sophos XG Firewall contains a buffer overflow vulnerability that allows for remote code execution via the ""HTTP/S bookmark"" feature.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-02-06,2025-02-27,Unknown,https://community.sophos.com/b/security-blog/posts/advisory-buffer-overflow-vulnerability-in-user-portal ; https://nvd.nist.gov/vuln/detail/CVE-2020-15069,CWE-120,xg firewall|cwe-120|CWE120|cve-2020-15069|overflow|vulnerability|buffer|firewall|CVE202015069|xgfirewall|sophos,0.9,0.7,0.5,247,21,-227,0.3,0.7,1,True,0.9,0.9,False,True,0.485,MEDIUM,1,1.0
CVE-2022-3236,Sophos,Firewall,Sophos Firewall Code Injection Vulnerability,A code injection vulnerability in the User Portal and Webadmin of Sophos Firewall allows for remote code execution.,Apply updates per vendor instructions.,2022-09-23,2022-10-14,Unknown,https://www.sophos.com/en-us/security-advisories/sophos-sa-20220923-sfos-rce;  https://nvd.nist.gov/vuln/detail/CVE-2022-3236,CWE-94,cve-2022-3236|injection|vulnerability|CWE94|code|firewall|cwe-94|sophos|CVE20223236,0.9,0.7,0.5,1114,21,-1094,0.3,0.7,1,True,0.9,0.9,False,True,0.485,MEDIUM,1,0.75
CVE-2020-9054,Zyxel,Multiple Network-Attached Storage (NAS) Devices,Zyxel Multiple NAS Devices OS Command Injection Vulnerability,"Multiple Zyxel network-attached storage (NAS) devices contain a pre-authentication command injection vulnerability, which may allow a remote, unauthenticated attacker to execute arbitrary code.",Apply updates per vendor instructions.,2022-03-25,2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-9054,CWE-78,command|multiple|multiple networkattached storage (nas) devices|injection|multiple network-attached storage (nas) devices|vulnerability|zyxel|CVE20209054|multiplenetwork-attachedstorage(nas)devices|cve-2020-9054|devices|cwe-78|CWE78,0.3,0.3,0.8,1296,21,-1276,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2015-2424,Microsoft,PowerPoint,Microsoft PowerPoint Memory Corruption Vulnerability,Microsoft PowerPoint allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted Office document.,Apply updates per vendor instructions.,2022-03-03,2022-03-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2015-2424,CWE-119,corruption|microsoft|CWE119|vulnerability|CVE20152424|powerpoint|memory|cve-2015-2424|cwe-119,0.9,0.3,0.6,1318,21,-1298,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2020-2555,Oracle,Multiple Products,Oracle Multiple Products Remote Code Execution Vulnerability,"Multiple Oracle products contain a remote code execution vulnerability that allows an unauthenticated attacker with network access via T3 or HTTP to takeover the affected system. Impacted Oracle products: Oracle Coherence in Fusion Middleware, Oracle Utilities Framework, Oracle Retail Assortment Planning, Oracle Commerce, Oracle Communications Diameter Signaling Router (DSR).",Apply updates per vendor instructions.,2021-11-03,2022-05-03,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2020-2555,CWE-502,multipleproducts|multiple products|remote|multiple|cwe-502|vulnerability|products|execution|CVE20202555|cve-2020-2555|code|oracle|CWE502,0.9,0.3,0.8999999999999999,1438,181,-1258,0.3,0.4,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2025-27915,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Cross-site Scripting Vulnerability,"Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that exists in the Classic Web Client due to insufficient sanitization of HTML content in ICS files. When a user views an e-mail message containing a malicious ICS entry, its embedded JavaScript executes via an ontoggle event inside a tag. This allows an attacker to run arbitrary JavaScript within the victim's session, potentially leading to unauthorized actions such as setting e-mail filters to redirect messages to an attacker-controlled address. As a result, an attacker can perform unauthorized actions on the victim's account, including e-mail redirection and data exfiltration.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-07,2025-10-28,Unknown,https://wiki.zimbra.com/wiki/Security_Center ; https://nvd.nist.gov/vuln/detail/CVE-2025-27915,CWE-79,zimbra|CVE202527915|CWE79|site|scripting|suite|synacor|collaboration|vulnerability|cve-2025-27915|zimbra collaboration suite (zcs)|zimbracollaborationsuite(zcs)|cwe-79|cross,0.3,0.3,0.1,4,21,16,1.0,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,1.0
CVE-2021-30807,Apple,Multiple Products,Apple Multiple Products Memory Corruption Vulnerability,"Apple iOS, iPadOS, macOS, and watchOS IOMobileFrameBuffer contain a memory corruption vulnerability which may allow an application to execute code with kernel privileges.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30807,CWE-787,corruption|multipleproducts|multiple products|multiple|apple|vulnerability|products|memory|CVE202130807|CWE787|cwe-787|cve-2021-30807,0.9,0.3,0.30000000000000004,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2021-30665,Apple,Multiple Products,Apple Multiple Products WebKit Memory Corruption Vulnerability,"Apple iOS, iPadOS, macOS, watchOS, and tvOS WebKit contain a memory corruption vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-30665,CWE-787,corruption|multipleproducts|multiple products|multiple|apple|vulnerability|products|CWE787|webkit|memory|CVE202130665|cve-2021-30665|cwe-787,0.9,0.3,0.30000000000000004,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2021-20090,Arcadyan,Buffalo Firmware,Arcadyan Buffalo Firmware Path Traversal Vulnerability,"Arcadyan Buffalo firmware contains a path traversal vulnerability that could allow unauthenticated, remote attackers to bypass authentication and access sensitive information. This vulnerability affects multiple routers across several different vendors.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-20090,CWE-22,buffalo firmware|firmware|buffalo|cwe-22|buffalofirmware|bypass|arcadyan|path|vulnerability|cve-2021-20090|CWE22|traversal|CVE202120090,0.3,0.3,0.5,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2025-5086,Dassault Systèmes,DELMIA Apriso,Dassault Systèmes DELMIA Apriso Deserialization of Untrusted Data Vulnerability,Dassault Systèmes DELMIA Apriso contains a deserialization of untrusted data vulnerability that could lead to a remote code execution.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-09-11,2025-10-02,Unknown,https://www.3ds.com/trust-center/security/security-advisories/cve-2025-5086 ; https://nvd.nist.gov/vuln/detail/CVE-2025-5086,CWE-502,dassault systèmes|deserialization|cve-2025-5086|delmia|cwe-502|vulnerability|systèmes|delmia apriso|untrusted|apriso|CVE20255086|delmiaapriso|data|dassaultsystèmes|CWE502|dassault,0.3,0.3,0.3,30,21,-10,0.8,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,1.0
CVE-2023-25717,Ruckus Wireless,Multiple Products,Multiple Ruckus Wireless Products CSRF and RCE Vulnerability,"Ruckus Wireless Access Point (AP) software contains an unspecified vulnerability in the web services component. If the web services component is enabled on the AP, an attacker can perform cross-site request forgery (CSRF) or remote code execution (RCE). This vulnerability impacts Ruckus ZoneDirector, SmartZone, and Solo APs.",Apply updates per vendor instructions or disconnect product if it is end-of-life.,2023-05-12,2023-06-02,Unknown,https://support.ruckuswireless.com/security_bulletins/315;  https://nvd.nist.gov/vuln/detail/CVE-2023-25717,CWE-94,ruckuswireless|ruckus wireless|wireless|multipleproducts|CVE202325717|multiple products|rce|multiple|vulnerability|products|CWE94|cwe-94|csrf|cve-2023-25717|ruckus,0.3,0.3,0.7999999999999999,883,21,-863,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2024-20359,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),Cisco ASA and FTD Privilege Escalation Vulnerability,Cisco Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD) contain a privilege escalation vulnerability that can allow local privilege escalation from Administrator to root.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-04-24,2024-05-01,Unknown,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-asaftd-persist-rce-FLsNXF4h;  https://nvd.nist.gov/vuln/detail/CVE-2024-20359,CWE-94,cisco|adaptive security appliance (asa) and firepower threat defense (ftd)|escalation|vulnerability|CWE94|cwe-94|privilege|cve-2024-20359|CVE202420359|adaptivesecurityappliance(asa)andfirepowerthreatdefense(ftd),0.9,0.3,0.3,535,7,-529,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2012-0767,Adobe,Flash Player,Adobe Flash Player Cross-Site Scripting (XSS) Vulnerability,Adobe Flash Player contains a XSS vulnerability that allows remote attackers to inject web script or HTML.,The impacted product is end-of-life and should be disconnected if still in use.,2022-06-08,2022-06-22,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2012-0767,CWE-79,flashplayer|site|flash player|scripting|flash|adobe|vulnerability|cve-2012-0767|player|CVE20120767|CWE79|cwe-79|cross|xss,0.9,0.9,0.1,1221,14,-1208,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2024-38856,Apache,OFBiz,Apache OFBiz Incorrect Authorization Vulnerability,Apache OFBiz contains an incorrect authorization vulnerability that could allow remote code execution via a Groovy payload in the context of the OFBiz user process by an unauthenticated attacker.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-27,2024-09-17,Unknown,"This vulnerability affects a common open-source component, third-party library, or a protocol used by different products. Please check with specific vendors for information on patching status. For more information, please see: https://lists.apache.org/thread/olxxjk6b13sl3wh9cmp0k2dscvp24l7w; https://nvd.nist.gov/vuln/detail/CVE-2024-38856",CWE-863,authorization|CVE202438856|vulnerability|cve-2024-38856|ofbiz|cwe-863|CWE863|incorrect|apache,0.9,0.3,0.6,410,21,-390,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2021-43226,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,"Microsoft Windows Common Log File System Driver contains a privilege escalation vulnerability that could allow a local, privileged attacker to bypass certain security mechanisms.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-10-06,2025-10-27,Unknown,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-43226 ; https://nvd.nist.gov/vuln/detail/CVE-2021-43226,,microsoft|escalation|bypass|vulnerability|CVE202143226|windows|privilege|cve-2021-43226,0.9,0.9,0.5,5,21,15,1.0,0.7,0,False,0.3,0.0,False,True,0.48,MEDIUM,1,0.75
CVE-2022-21882,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,2022-02-04,2022-02-18,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2022-21882,CWE-787,microsoft|win32k|escalation|vulnerability|cve-2022-21882|privilege|CVE202221882|CWE787|cwe-787,0.9,0.3,0.3,1345,14,-1332,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2024-29824,Ivanti,Endpoint Manager (EPM),Ivanti Endpoint Manager (EPM) SQL Injection Vulnerability,Ivanti Endpoint Manager (EPM) contains a SQL injection vulnerability in Core server that allows an unauthenticated attacker within the same network to execute arbitrary code. ,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-10-02,2024-10-23,Unknown,https://forums.ivanti.com/s/article/Security-Advisory-May-2024 ; https://nvd.nist.gov/vuln/detail/CVE-2024-29824,CWE-89,sql|endpoint|endpoint manager (epm)|manager|endpointmanager(epm)|injection|vulnerability|CVE202429824|ivanti|CWE89|cwe-89|cve-2024-29824,0.3,0.3,0.8,374,21,-354,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2021-35394,Realtek,Jungle Software Development Kit (SDK),Realtek Jungle SDK Remote Code Execution Vulnerability,RealTek Jungle SDK contains multiple memory corruption vulnerabilities which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,2021-12-10,2021-12-24,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-35394,CWE-78|CWE-138,remote|junglesoftwaredevelopmentkit(sdk)|realtek|vulnerability|execution|cve-2021-35394|jungle software development kit (sdk)|cwe-138|cwe-78|code|CWE138|CVE202135394|CWE78|jungle,0.3,0.3,0.5,1401,14,-1388,0.3,1.0,2,True,0.9,0.65,False,True,0.48,MEDIUM,1,0.75
CVE-2024-8069,Citrix,Session Recording,Citrix Session Recording Deserialization of Untrusted Data Vulnerability,Citrix Session Recording contains a deserialization of untrusted data vulnerability that allows limited remote code execution with privilege of a NetworkService Account access. Attacker must be an authenticated user on the same intranet as the session recording server.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-08-25,2025-09-15,Unknown,https://support.citrix.com/external/article/691941/citrix-session-recording-security-bullet.html ; https://nvd.nist.gov/vuln/detail/CVE-2024-8069,CWE-502,deserialization|session|cwe-502|recording|sessionrecording|session recording|vulnerability|untrusted|cve-2024-8069|CVE20248069|data|CWE502|citrix,0.9,0.3,0.3,47,21,-27,0.6,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,1.0
CVE-2021-36742,Trend Micro,"Apex One, Apex One as a Service, and Worry-Free Business Security",Trend Micro Multiple Products Improper Input Validation Vulnerability,"Trend Micro Apex One, Apex One as a Service, and Worry-Free Business Security contain an improper input validation vulnerability that allows for privilege escalation.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,"https://success.trendmicro.com/dcx/s/solution/000287819?language=en_US, https://success.trendmicro.com/dcx/s/solution/000287820?language=en_US; https://nvd.nist.gov/vuln/detail/CVE-2021-36742",CWE-20,"apexone,apexoneasaservice,andworry-freebusinesssecurity|trend|CVE202136742|micro|validation|multiple|input|escalation|cve-2021-36742|vulnerability|products|cwe-20|improper|apex one, apex one as a service, and worry-free business security|CWE20|apex one, apex one as a service, and worryfree business security|trend micro|trendmicro",0.9,0.3,0.3,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2025-4428,Ivanti,Endpoint Manager Mobile (EPMM),Ivanti Endpoint Manager Mobile (EPMM) Code Injection Vulnerability,"Ivanti Endpoint Manager Mobile (EPMM) contains a code injection vulnerability in the API component that allows an authenticated attacker to remotely execute arbitrary code via crafted API requests. This vulnerability results from an insecure implementation of the Hibernate Validator open-source library, as represented by CVE-2025-35036.","Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-05-19,2025-06-09,Unknown,https://forums.ivanti.com/s/article/Security-Advisory-Ivanti-Endpoint-Manager-Mobile-EPMM ; https://nvd.nist.gov/vuln/detail/CVE-2025-4428,CWE-94,endpointmanagermobile(epmm)|endpoint manager mobile (epmm)|endpoint|CVE20254428|manager|injection|vulnerability|CWE94|ivanti|cve-2025-4428|code|cwe-94|epmm|mobile,0.3,0.3,0.8,145,21,-125,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,1.0
CVE-2021-1879,Apple,"iOS, iPadOS, and watchOS","Apple iOS, iPadOS, and watchOS WebKit Cross-Site Scripting (XSS) Vulnerability","Apple iOS, iPadOS, and watchOS WebKit contain an unspecified vulnerability that allows for universal cross-site scripting (XSS) when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",Apply updates per vendor instructions.,2021-11-03,2021-11-17,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2021-1879,CWE-79,"watchos|cwe-79|ios, ipados, and watchos|site|scripting|apple|vulnerability|CVE20211879|cve-2021-1879|ios,ipados,andwatchos|webkit|CWE79|ipados|cross|xss",0.9,0.3,0.30000000000000004,1438,14,-1425,0.3,1.0,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,0.75
CVE-2019-9874,Sitecore,CMS and Experience Platform (XP),Sitecore CMS and Experience Platform (XP) Deserialization Vulnerability,Sitecore CMS and Experience Platform (XP) contain a deserialization vulnerability in the Sitecore.Security.AntiCSRF module that allows an unauthenticated attacker to execute arbitrary code by sending a serialized .NET object in the HTTP POST parameter __CSRFTOKEN.,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-03-26,2025-04-16,Unknown,https://support.sitecore.com/kb?id=kb_article_view&sysparm_article=KB0334035 ; https://nvd.nist.gov/vuln/detail/CVE-2019-9874,CWE-502,cmsandexperienceplatform(xp)|cve-2019-9874|cms and experience platform (xp)|platform|deserialization|cwe-502|vulnerability|CVE20199874|experience|sitecore|CWE502,0.3,0.6,0.7,199,21,-179,0.3,0.7,1,True,0.9,0.9,False,True,0.48,MEDIUM,1,1.0
